"","geoid","tract","block","total_hh","multi","single","owner","renter","avg_hh","less_10000","10000_14999","15000_19999","20000_24999","25000_29999","30000_34999","35000_39999","40000_44999","45000_49999","50000_59999","60000_74999","75000_99999","100000_124999","125000_149999","150000_199999","200000_inf"
"18",150030001191,1.19,1,322,284,38,280,42,4,0,0,0,11,0,14,8,0,0,0,0,27,79,10,88,85
"19",150030001192,1.19,2,345,316,29,327,18,4,0,0,0,0,13,0,10,0,0,3,8,58,45,13,126,69
"20",150030001193,1.19,3,156,148,8,147,9,3,0,0,0,0,0,0,0,0,15,9,0,21,9,6,9,87
"21",150030001201,1.2,1,271,240,31,199,72,3,0,0,7,0,0,23,0,0,0,22,6,14,33,7,59,100
"22",150030001202,1.2,2,201,193,8,192,9,4,0,0,7,0,0,12,0,0,8,0,6,4,19,7,30,108
"23",150030001203,1.2,3,365,324,41,339,26,3,0,0,3,0,0,27,41,6,7,8,19,38,18,39,92,67
"24",150030001211,1.21,1,705,591,114,516,189,2,9,28,0,0,0,0,0,30,0,22,35,112,51,42,113,263
"25",150030001212,1.21,2,332,292,40,291,41,3,0,8,0,8,0,0,0,0,38,0,7,7,41,22,150,51
"26",150030001221,1.22,1,443,400,43,432,11,3,0,0,0,0,0,0,0,0,0,12,17,14,80,62,39,219
"27",150030001222,1.22,2,217,204,13,195,22,3,0,0,12,0,0,7,0,0,11,23,34,47,19,0,40,24
"28",150030001223,1.22,3,323,240,83,323,0,3,0,0,0,0,0,20,23,0,0,12,0,40,50,74,59,45
"29",150030002001,2,1,233,211,22,201,32,3,0,24,0,0,0,0,0,0,0,0,0,0,27,12,21,149
"30",150030002002,2,2,212,183,29,177,35,4,0,0,0,0,0,0,0,0,11,8,24,9,19,9,60,72
"31",150030002003,2,3,511,427,84,499,12,3,10,20,0,9,0,0,20,10,0,30,2,33,81,44,69,183
"32",150030002004,2,4,306,293,13,259,47,3,0,0,0,0,0,0,0,0,0,18,40,21,32,38,49,108
"33",150030002005,2,5,306,244,62,263,43,3,5,0,0,0,6,11,8,0,10,9,18,22,55,38,56,68
"34",150030002006,2,6,282,186,96,212,70,3,0,12,0,0,0,0,0,0,0,62,11,85,24,10,10,68
"35",150030003011,3.01,1,682,573,109,596,86,3,0,19,14,0,20,0,9,0,0,9,27,84,43,42,75,340
"36",150030003012,3.01,2,585,518,67,537,48,3,29,0,0,0,0,0,7,44,0,0,45,52,65,11,24,308
"37",150030003021,3.02,1,545,460,85,447,98,3,18,6,0,0,0,20,5,20,0,16,47,40,78,17,100,178
"38",150030003022,3.02,2,445,341,104,372,73,3,38,0,9,0,0,0,0,0,16,14,11,20,29,30,96,182
"39",150030004011,4.01,1,230,187,43,175,55,3,0,10,28,0,0,0,11,0,7,6,42,9,37,18,13,49
"40",150030004012,4.01,2,812,674,138,737,75,3,10,0,6,24,17,24,0,0,0,5,10,71,79,87,57,422
"41",150030004021,4.02,1,279,219,60,258,21,3,0,0,0,0,0,0,0,31,0,0,0,29,2,8,19,190
"42",150030004022,4.02,2,811,721,90,663,148,3,5,20,0,0,0,6,0,40,11,22,62,47,36,38,211,313
"43",150030004023,4.02,3,287,244,43,250,37,3,0,7,0,0,0,0,9,0,0,0,13,12,27,16,52,151
"44",150030005001,5,1,219,208,11,205,14,3,0,0,8,0,0,0,0,0,0,10,27,26,42,3,28,75
"45",150030005002,5,2,240,221,19,167,73,3,0,0,0,3,0,0,0,0,0,0,0,12,15,8,0,202
"46",150030005003,5,3,256,170,86,231,25,2,86,0,0,0,0,9,0,0,0,10,0,0,12,8,15,116
"47",150030005004,5,4,326,196,130,248,78,2,0,0,0,0,0,21,0,0,32,0,5,20,33,9,97,109
"48",150030005005,5,5,263,168,95,199,64,3,31,0,0,8,0,0,0,9,11,0,0,26,42,0,46,90
"49",150030006001,6,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",150030006002,6,2,440,384,56,413,27,3,16,1,6,13,0,0,0,0,0,7,67,14,38,8,76,194
"51",150030007001,7,1,278,254,24,236,42,3,0,9,0,13,0,0,0,16,0,4,35,15,7,0,71,108
"52",150030007002,7,2,184,124,60,128,56,2,0,0,0,0,0,15,13,9,11,35,34,0,0,14,23,30
"53",150030007003,7,3,277,244,33,205,72,3,0,0,0,0,25,0,39,0,0,0,5,75,37,56,0,40
"54",150030007004,7,4,295,283,12,220,75,4,7,0,0,9,0,0,0,0,0,8,43,38,0,55,26,109
"55",150030008001,8,1,470,275,195,289,181,3,9,0,9,29,0,0,31,5,0,29,71,26,41,10,65,145
"56",150030008002,8,2,470,330,140,305,165,3,8,7,0,0,0,0,27,9,13,23,29,55,24,54,97,124
"57",150030008003,8,3,379,327,52,243,136,3,17,0,0,46,4,0,0,9,0,16,31,6,64,66,35,85
"58",150030009011,9.01,1,385,267,118,278,107,3,0,0,5,26,15,0,0,0,0,19,13,93,27,18,40,129
"59",150030009012,9.01,2,537,371,166,303,234,2,0,11,8,0,7,29,41,8,0,12,62,51,83,64,46,115
"60",150030009031,9.03,1,384,269,115,216,168,2,25,0,0,0,0,0,41,21,30,9,0,57,31,2,56,112
"61",150030009032,9.03,2,550,434,116,379,171,3,0,20,0,0,38,8,0,0,1,47,29,55,35,52,94,171
"62",150030009041,9.04,1,759,665,94,572,187,4,15,0,0,0,19,6,7,13,13,23,41,46,61,57,270,188
"63",150030009051,9.05,1,402,332,70,310,92,3,0,8,0,25,0,0,6,0,0,13,19,10,23,54,34,210
"64",150030009052,9.05,2,412,357,55,355,57,3,10,0,0,13,17,0,20,24,0,17,23,75,15,14,24,160
"65",150030010001,10,1,490,394,96,354,136,3,11,0,0,0,0,25,41,6,24,81,21,0,70,47,63,101
"66",150030010002,10,2,614,358,256,582,32,2,74,0,12,23,21,0,0,29,14,64,33,39,107,17,54,127
"67",150030011011,11.01,1,262,218,44,216,46,3,15,0,0,0,10,0,0,49,5,0,20,20,12,46,19,66
"68",150030011012,11.01,2,267,196,71,47,220,4,21,18,5,0,36,24,23,7,7,22,14,41,30,0,13,6
"69",150030011021,11.02,1,379,281,98,287,92,3,47,13,0,25,0,14,0,16,13,11,5,34,14,0,48,139
"70",150030011022,11.02,2,297,203,94,159,138,4,10,5,0,12,24,0,0,14,0,68,4,5,48,24,43,40
"71",150030012011,12.01,1,409,249,160,104,305,3,0,9,0,76,0,0,0,0,6,25,7,29,99,0,92,66
"72",150030012012,12.01,2,620,564,56,357,263,3,0,0,1,10,0,0,40,0,0,4,37,106,38,136,155,93
"73",150030012021,12.02,1,641,504,137,450,191,3,30,0,11,0,14,0,0,13,37,40,19,103,112,38,89,135
"74",150030012022,12.02,2,313,238,75,202,111,4,11,19,0,0,22,10,0,0,20,36,18,24,0,41,60,52
"75",150030013001,13,1,394,334,60,236,158,3,7,0,0,16,12,0,25,0,11,18,8,14,39,28,132,84
"76",150030013002,13,2,460,408,52,219,241,3,0,9,8,0,0,0,19,0,85,0,79,42,58,55,60,45
"77",150030013003,13,3,269,250,19,145,124,4,0,0,24,0,19,0,0,0,0,13,19,13,25,66,56,34
"78",150030013004,13,4,288,157,131,103,185,2,8,15,0,30,16,0,11,8,0,10,31,16,11,80,52,0
"79",150030014001,14,1,340,289,51,264,76,3,6,0,0,0,0,11,6,4,0,17,10,45,29,10,56,146
"80",150030014002,14,2,577,483,94,357,220,3,0,6,12,0,0,17,21,12,4,28,47,81,86,49,47,167
"81",150030015011,15.01,1,672,453,219,223,449,3,8,24,0,0,0,56,37,7,33,179,25,47,45,44,56,111
"82",150030015021,15.02,1,310,249,61,219,91,3,0,0,11,13,15,17,0,0,0,0,28,0,114,51,44,17
"83",150030015022,15.02,2,490,360,130,356,134,3,31,0,0,0,14,0,0,0,0,23,71,22,79,79,43,128
"84",150030016011,16.01,1,465,350,115,147,318,2,24,0,7,24,8,11,31,12,21,10,35,94,30,51,55,52
"85",150030016012,16.01,2,198,148,50,145,53,4,0,0,0,0,7,0,17,17,22,9,12,29,19,20,7,39
"86",150030016021,16.02,1,249,198,51,199,50,3,0,9,0,0,8,14,0,35,20,9,13,14,22,33,44,28
"87",150030016022,16.02,2,259,212,47,132,127,4,15,0,7,0,0,0,0,8,0,6,12,20,29,44,60,58
"88",150030017001,17,1,617,394,223,402,215,2,22,0,21,49,9,11,12,42,29,31,18,25,84,10,75,179
"89",150030017002,17,2,434,232,202,307,127,2,35,0,10,0,0,0,0,9,21,8,0,59,37,16,80,159
"90",150030018011,18.01,1,274,89,185,86,188,1,113,0,4,7,6,0,4,0,4,24,23,10,7,43,19,10
"91",150030018012,18.01,2,239,69,170,68,171,1,38,0,2,0,0,25,0,0,10,8,43,24,48,16,24,1
"92",150030018031,18.03,1,495,249,246,220,275,1,39,24,0,7,48,41,0,32,34,36,0,17,102,0,92,23
"93",150030018032,18.03,2,165,74,91,84,81,2,72,20,0,0,17,15,0,0,10,0,0,23,0,0,8,0
"94",150030018033,18.03,3,570,296,274,124,446,2,41,26,10,79,49,12,0,16,16,29,27,106,30,93,0,36
"95",150030018034,18.03,4,426,295,131,114,312,2,29,0,25,0,0,9,0,0,33,32,7,146,110,30,0,5
"96",150030018041,18.04,1,370,155,215,224,146,2,41,12,0,0,0,12,0,8,22,9,0,151,23,5,44,43
"97",150030018042,18.04,2,500,179,321,300,200,2,19,0,5,19,43,26,44,0,0,32,98,37,51,77,39,10
"98",150030019011,19.01,1,278,175,103,181,97,2,11,11,6,22,0,4,9,6,11,6,16,18,22,54,22,60
"99",150030019051,19.05,1,267,194,73,177,90,2,0,0,0,46,0,0,0,0,0,9,5,24,59,0,7,117
"100",150030019052,19.05,2,597,253,344,197,400,2,0,53,21,33,0,0,0,24,44,74,60,33,47,104,60,44
"101",150030019061,19.06,1,512,71,441,120,392,1,13,31,89,29,22,9,75,0,38,27,11,48,45,5,9,61
"102",150030019062,19.06,2,485,401,84,294,191,2,31,46,0,0,7,23,16,0,37,0,56,42,59,58,4,106
"103",150030019063,19.06,3,735,343,392,413,322,2,62,27,0,54,73,35,0,0,0,39,68,74,97,60,56,90
"104",150030019071,19.07,1,760,367,393,327,433,2,23,10,50,13,28,0,0,0,0,95,61,187,59,83,77,74
"105",150030019072,19.07,2,164,57,107,125,39,2,15,13,0,0,12,0,0,0,0,0,20,10,0,0,85,9
"106",150030019073,19.07,3,638,265,373,235,403,2,35,0,120,22,0,10,10,16,0,27,73,67,76,61,50,71
"107",150030020031,20.03,1,502,251,251,223,279,2,16,23,30,27,0,10,2,35,0,27,73,76,57,26,49,51
"108",150030020032,20.03,2,868,141,727,245,623,1,92,43,46,70,0,63,18,93,62,28,115,92,75,64,7,0
"109",150030020041,20.04,1,319,135,184,158,161,2,30,11,1,11,7,0,0,6,11,9,70,49,45,38,8,23
"110",150030020042,20.04,2,495,210,285,90,405,2,45,30,36,18,15,0,7,45,36,31,117,59,12,17,27,0
"111",150030020051,20.05,1,572,199,373,203,369,1,60,10,27,0,10,11,0,14,49,29,174,102,9,46,11,20
"112",150030020052,20.05,2,556,220,336,160,396,2,122,0,0,12,10,0,30,35,18,41,153,56,34,21,0,24
"113",150030020061,20.06,1,488,252,236,207,281,2,25,13,2,39,4,0,38,0,42,86,37,51,68,58,7,18
"114",150030020062,20.06,2,731,324,407,223,508,2,38,16,117,34,21,0,18,7,0,78,117,52,67,41,62,63
"115",150030021011,21.01,1,179,101,78,30,149,2,0,0,19,15,0,0,0,19,7,32,22,40,14,11,0,0
"116",150030021012,21.01,2,262,207,55,134,128,3,29,0,0,48,0,0,57,8,9,0,11,13,4,14,38,31
"117",150030021013,21.01,3,496,182,314,149,347,2,33,100,0,19,18,8,7,0,3,34,101,55,72,11,18,17
"118",150030021021,21.02,1,258,125,133,47,211,1,14,30,0,37,0,0,0,13,13,0,68,52,16,0,15,0
"119",150030021022,21.02,2,577,381,196,218,359,2,35,0,3,45,29,24,26,5,50,42,90,46,46,61,33,42
"120",150030022031,22.03,1,836,446,390,478,358,2,87,40,0,15,26,0,23,50,0,32,80,151,95,59,99,79
"121",150030022041,22.04,1,712,381,331,287,425,2,68,21,16,14,11,12,7,14,39,134,15,75,71,122,59,34
"122",150030022051,22.05,1,890,517,373,368,522,2,17,7,21,18,13,39,6,0,45,29,281,45,21,87,66,195
"123",150030022061,22.06,1,555,262,293,113,442,2,83,0,0,0,8,30,6,41,53,61,45,170,29,13,9,7
"124",150030022062,22.06,2,414,289,125,86,328,3,28,6,31,26,8,10,39,21,51,12,35,29,24,34,32,28
"125",150030023011,23.01,1,309,234,75,101,208,2,37,0,27,10,0,68,0,18,0,22,19,26,21,26,26,9
"126",150030023012,23.01,2,620,396,224,298,322,2,12,18,10,0,32,0,0,33,17,57,123,106,34,9,70,99
"127",150030023013,23.01,3,766,321,445,398,368,2,140,63,53,36,13,34,0,11,0,56,47,177,70,32,27,7
"128",150030023021,23.02,1,656,347,309,283,373,2,15,0,15,50,41,27,51,0,23,77,81,192,46,19,13,6
"129",150030023022,23.02,2,332,229,103,92,240,2,30,0,0,35,0,0,7,0,8,58,45,42,71,7,0,29
"130",150030024011,24.01,1,275,170,105,8,267,3,24,0,10,0,0,18,11,10,0,40,48,37,33,9,19,16
"131",150030024012,24.01,2,382,276,106,79,303,2,17,0,0,0,0,47,13,34,0,21,29,64,54,23,32,48
"132",150030024013,24.01,3,365,165,200,170,195,2,9,46,0,0,42,18,0,0,10,58,75,35,10,35,16,11
"133",150030024014,24.01,4,195,116,79,37,158,4,14,36,0,0,0,0,0,18,10,0,13,2,68,10,0,24
"134",150030024031,24.03,1,361,285,76,77,284,2,14,13,13,8,0,17,0,58,0,84,8,28,106,5,7,0
"135",150030024032,24.03,2,397,181,216,71,326,2,0,0,20,0,10,18,0,0,23,27,153,29,40,37,35,5
"136",150030024041,24.04,1,310,77,233,39,271,2,34,28,48,5,22,12,0,33,29,10,20,6,12,24,6,21
"137",150030024042,24.04,2,405,287,118,162,243,2,0,11,9,6,5,11,38,0,19,15,64,59,92,27,48,1
"138",150030025001,25,1,1143,553,590,427,716,2,96,15,23,18,46,75,46,0,112,33,38,166,242,99,39,95
